drugA	drugB	sAB	overlapAB	mean_spAB	median_spAB	min_spAB	max_spAB	zTDA	zTDB	zDTA	zDTB	sAD	sBD	overlapAD	overlapBD	mean_spAD	mean_spBD	median_spAD	median_spBD	min_spAD	min_spBD	max_spAD	max_spBD
DB00876	DB00820	0.61	0	0.61	0.61	0.61	0.61	-1.2653	0.8122	-2.4346	0.464	0.3085	0.5763	1.0	0.0	0.4179	0.6853	0.42	0.69	0.0	0.37	1.2	1.39
DB00876	DB01180	0.29	0	0.29	0.29	0.29	0.29	-1.2653	0.1961	-2.4346	-3.4187	0.3085	0.5287	1.0	1.0	0.4179	0.639	0.42	0.63	0.0	0.0	1.2	1.4
DB00876	DB01119	0.1967	0	0.472	0.49	0.26	0.61	-1.2653	0.327	-2.4346	-2.4208	0.3085	0.0734	1.0	2.0	0.4179	0.5673	0.42	0.56	0.0	0.0	1.2	1.44
DB00876	DB00217	0.2678	0	0.455	0.45	0.45	0.47	-1.2653	-0.1789	-2.4346	-4.0286	0.3085	0.2297	1.0	2.0	0.4179	0.559	0.42	0.56	0.0	0.0	1.2	1.33
DB00876	DB00575	0.3006	0	0.4688	0.45	0.39	0.65	-1.2653	0.1855	-2.4346	-1.7693	0.3085	0.1828	1.0	1.0	0.4179	0.5567	0.42	0.55	0.0	0.0	1.2	1.43
DB00876	DB00968	0.1433	0	0.455	0.455	0.45	0.46	-1.2653	0.1698	-2.4346	-1.9512	0.3085	0.117	1.0	1.0	0.4179	0.5622	0.42	0.55	0.0	0.0	1.2	1.33
DB00876	DB01018	0.1583	0	0.43	0.43	0.41	0.45	-1.2653	-0.3673	-2.4346	-2.8882	0.3085	0.1	1.0	1.0	0.4179	0.5195	0.42	0.51	0.0	0.0	1.2	1.28
DB00876	DB01116	0.66	0	0.66	0.66	0.66	0.66	-1.2653	0.8073	-2.4346	0.7369	0.3085	0.6504	1.0	0.0	0.4179	0.7593	0.42	0.74	0.0	0.47	1.2	1.49
DB00876	DB00765	0.36	0	0.36	0.36	0.36	0.36	-1.2653	-1.657	-2.4346	-3.135	0.3085	0.3535	1.0	1.0	0.4179	0.4631	0.42	0.46	0.0	0.0	1.2	1.26
DB00876	DB00657	0.99	0	0.99	0.99	0.99	0.99	-1.2653	3.8434	-2.4346	3.3878	0.3085	1.0142	1.0	0.0	0.4179	1.123	0.42	1.11	0.0	0.85	1.2	1.69
DB00876	DB01626	0.4783	0	0.535	0.535	0.53	0.54	-1.2653	1.652	-2.4346	1.0082	0.3085	0.4711	1.0	0.0	0.4179	0.6617	0.42	0.65	0.0	0.36	1.2	1.42
DB00876	DB00325	0.34	0	0.34	0.34	0.34	0.34	-1.2653	-2.2973	-2.4346	-1.2926	0.3085	0.3421	1.0	0.0	0.4179	0.4508	0.42	0.45	0.0	0.19	1.2	1.2
DB00876	DB08932	0.1833	0	0.36	0.36	0.34	0.38	-1.2653	-0.3467	-2.4346	-3.9634	0.3085	0.1953	1.0	2.0	0.4179	0.5077	0.42	0.51	0.0	0.0	1.2	1.29
DB00966	DB00457	0.1222	0	0.6001	0.61	0.33	0.91	-1.7928	0.4925	-2.9248	-1.9218	0.1139	0.1538	3.0	1.0	0.5411	0.5821	0.54	0.57	0.0	0.0	1.5	1.46
DB00966	DB00590	0.1818	0	0.5831	0.59	0.36	0.87	-1.7928	-0.1188	-2.9248	-1.993	0.1139	0.2221	3.0	1.0	0.5411	0.5591	0.54	0.55	0.0	0.0	1.5	1.46
DB00966	DB01180	0.3187	0	0.506	0.51	0.21	0.9	-1.7928	0.1961	-2.9248	-3.4187	0.1139	0.5287	3.0	1.0	0.5411	0.639	0.54	0.63	0.0	0.0	1.5	1.4
DB00966	DB00381	0.1298	0	0.5963	0.61	0.27	0.93	-1.7928	-1.3903	-2.9248	-2.4041	0.1139	0.1117	3.0	2.0	0.5411	0.5771	0.54	0.57	0.0	0.0	1.5	1.49
DB00966	DB00999	0.0898	0	0.6338	0.615	0.29	0.94	-1.7928	0.5323	-2.9248	-1.432	0.1139	0.0805	3.0	2.0	0.5411	0.6195	0.54	0.62	0.0	0.0	1.5	1.44
DB00966	DB01119	0.038	0	0.57	0.55	0.26	0.93	-1.7928	0.327	-2.9248	-2.4208	0.1139	0.0734	3.0	2.0	0.5411	0.5673	0.54	0.56	0.0	0.0	1.5	1.44
DB00966	DB00217	0.168	0	0.5725	0.575	0.41	0.77	-1.7928	-0.1789	-2.9248	-4.0286	0.1139	0.2297	3.0	2.0	0.5411	0.559	0.54	0.56	0.0	0.0	1.5	1.33
DB00966	DB01018	0.0656	0	0.545	0.54	0.34	0.77	-1.7928	-0.3673	-2.9248	-2.8882	0.1139	0.1	3.0	1.0	0.5411	0.5195	0.54	0.51	0.0	0.0	1.5	1.28
DB00966	DB01116	0.5903	0	0.758	0.78	0.58	0.94	-1.7928	0.8073	-2.9248	0.7369	0.1139	0.6504	3.0	0.0	0.5411	0.7593	0.54	0.74	0.0	0.47	1.5	1.49
DB00966	DB00765	0.307	0	0.478	0.48	0.28	0.7	-1.7928	-1.657	-2.9248	-3.135	0.1139	0.3535	3.0	1.0	0.5411	0.4631	0.54	0.46	0.0	0.0	1.5	1.26
DB00966	DB00657	0.967	0	1.128	1.08	0.99	1.36	-1.7928	3.8434	-2.9248	3.3878	0.1139	1.0142	3.0	0.0	0.5411	1.123	0.54	1.11	0.0	0.85	1.5	1.69
DB00966	DB01626	0.4241	0	0.67	0.7	0.5	0.91	-1.7928	1.652	-2.9248	1.0082	0.1139	0.4711	3.0	0.0	0.5411	0.6617	0.54	0.65	0.0	0.36	1.5	1.42
DB00966	DB00325	0.3203	0	0.484	0.49	0.33	0.67	-1.7928	-2.2973	-2.9248	-1.2926	0.1139	0.3421	3.0	0.0	0.5411	0.4508	0.54	0.45	0.0	0.19	1.5	1.2
DB00966	DB08932	0.0977	0	0.477	0.45	0.3	0.71	-1.7928	-0.3467	-2.9248	-3.9634	0.1139	0.1953	3.0	2.0	0.5411	0.5077	0.54	0.51	0.0	0.0	1.5	1.29
DB01029	DB00457	0.0879	0	0.4724	0.46	0.3	0.71	-1.1981	0.4925	-3.7826	-1.9218	0.1125	0.1538	3.0	1.0	0.4195	0.5821	0.42	0.57	0.0	0.0	1.29	1.46
DB01029	DB00590	0.1301	0	0.4505	0.45	0.3	0.64	-1.1981	-0.1188	-3.7826	-1.993	0.1125	0.2221	3.0	1.0	0.4195	0.5591	0.42	0.55	0.0	0.0	1.29	1.46
DB01029	DB00820	0.4342	0	0.5667	0.6	0.49	0.61	-1.1981	0.8122	-3.7826	0.464	0.1125	0.5763	3.0	0.0	0.4195	0.6853	0.42	0.69	0.0	0.37	1.29	1.39
DB01029	DB01180	0.3017	0	0.4567	0.47	0.29	0.61	-1.1981	0.1961	-3.7826	-3.4187	0.1125	0.5287	3.0	1.0	0.4195	0.639	0.42	0.63	0.0	0.0	1.29	1.4
DB01029	DB00381	0.0854	0	0.4653	0.47	0.18	0.61	-1.1981	-1.3903	-3.7826	-2.4041	0.1125	0.1117	3.0	2.0	0.4195	0.5771	0.42	0.57	0.0	0.0	1.29	1.49
DB01029	DB00999	0.0569	0	0.5203	0.53	0.29	0.73	-1.1981	0.5323	-3.7826	-1.432	0.1125	0.0805	3.0	2.0	0.4195	0.6195	0.42	0.62	0.0	0.0	1.29	1.44
DB01029	DB01119	0.0054	0	0.456	0.46	0.26	0.61	-1.1981	0.327	-3.7826	-2.4208	0.1125	0.0734	3.0	2.0	0.4195	0.5673	0.42	0.56	0.0	0.0	1.29	1.44
DB01029	DB00217	0.0947	0	0.4342	0.45	0.37	0.55	-1.1981	-0.1789	-3.7826	-4.0286	0.1125	0.2297	3.0	2.0	0.4195	0.559	0.42	0.56	0.0	0.0	1.29	1.33
DB01029	DB00575	0.0973	0	0.4483	0.45	0.28	0.71	-1.1981	0.1855	-3.7826	-1.7693	0.1125	0.1828	3.0	1.0	0.4195	0.5567	0.42	0.55	0.0	0.0	1.29	1.43
DB01029	DB00968	-0.0173	0	0.4417	0.45	0.37	0.53	-1.1981	0.1698	-3.7826	-1.9512	0.1125	0.117	3.0	1.0	0.4195	0.5622	0.42	0.55	0.0	0.0	1.29	1.33
DB01029	DB01018	-0.0203	0	0.4067	0.43	0.28	0.48	-1.1981	-0.3673	-3.7826	-2.8882	0.1125	0.1	3.0	1.0	0.4195	0.5195	0.42	0.51	0.0	0.0	1.29	1.28
DB01029	DB01116	0.5067	0	0.6367	0.66	0.57	0.68	-1.1981	0.8073	-3.7826	0.7369	0.1125	0.6504	3.0	0.0	0.4195	0.7593	0.42	0.74	0.0	0.47	1.29	1.49
DB01029	DB00765	0.2317	0	0.36	0.36	0.3	0.42	-1.1981	-1.657	-3.7826	-3.135	0.1125	0.3535	3.0	1.0	0.4195	0.4631	0.42	0.46	0.0	0.0	1.29	1.26
DB01029	DB00657	0.8942	0	1.0167	0.99	0.98	1.08	-1.1981	3.8434	-3.7826	3.3878	0.1125	1.0142	3.0	0.0	0.4195	1.123	0.42	1.11	0.0	0.85	1.29	1.69
DB01029	DB01626	0.3537	0	0.555	0.535	0.47	0.65	-1.1981	1.652	-3.7826	1.0082	0.1125	0.4711	3.0	0.0	0.4195	0.6617	0.42	0.65	0.0	0.36	1.29	1.42
DB01029	DB00325	0.1817	0	0.3233	0.34	0.21	0.42	-1.1981	-2.2973	-3.7826	-1.2926	0.1125	0.3421	3.0	0.0	0.4195	0.4508	0.42	0.45	0.0	0.19	1.29	1.2
DB01029	DB08932	-0.0873	1	0.2833	0.33	0.0	0.38	-1.1981	-0.3467	-3.7826	-3.9634	0.1125	0.1953	3.0	2.0	0.4195	0.5077	0.42	0.51	0.0	0.0	1.29	1.29
DB01342	DB01180	0.29	0	0.29	0.29	0.29	0.29	-1.2653	0.1961	-2.4346	-3.4187	0.3085	0.5287	1.0	1.0	0.4179	0.639	0.42	0.63	0.0	0.0	1.2	1.4
DB01347	DB00457	0.2838	0	0.4821	0.46	0.33	0.65	-1.2653	0.4925	-2.4346	-1.9218	0.3085	0.1538	1.0	1.0	0.4179	0.5821	0.42	0.57	0.0	0.0	1.2	1.46
DB01347	DB00590	0.3252	0	0.4686	0.45	0.39	0.59	-1.2653	-0.1188	-2.4346	-1.993	0.3085	0.2221	1.0	1.0	0.4179	0.5591	0.42	0.55	0.0	0.0	1.2	1.46
DB01347	DB00820	0.61	0	0.61	0.61	0.61	0.61	-1.2653	0.8122	-2.4346	0.464	0.3085	0.5763	1.0	0.0	0.4179	0.6853	0.42	0.69	0.0	0.37	1.2	1.39
DB01347	DB01180	0.29	0	0.29	0.29	0.29	0.29	-1.2653	0.1961	-2.4346	-3.4187	0.3085	0.5287	1.0	1.0	0.4179	0.639	0.42	0.63	0.0	0.0	1.2	1.4
DB01347	DB01119	0.1967	0	0.472	0.49	0.26	0.61	-1.2653	0.327	-2.4346	-2.4208	0.3085	0.0734	1.0	2.0	0.4179	0.5673	0.42	0.56	0.0	0.0	1.2	1.44
DB01347	DB00217	0.2678	0	0.455	0.45	0.45	0.47	-1.2653	-0.1789	-2.4346	-4.0286	0.3085	0.2297	1.0	2.0	0.4179	0.559	0.42	0.56	0.0	0.0	1.2	1.33
DB01347	DB00575	0.3006	0	0.4688	0.45	0.39	0.65	-1.2653	0.1855	-2.4346	-1.7693	0.3085	0.1828	1.0	1.0	0.4179	0.5567	0.42	0.55	0.0	0.0	1.2	1.43
DB01347	DB00968	0.1433	0	0.455	0.455	0.45	0.46	-1.2653	0.1698	-2.4346	-1.9512	0.3085	0.117	1.0	1.0	0.4179	0.5622	0.42	0.55	0.0	0.0	1.2	1.33
DB01347	DB01018	0.1583	0	0.43	0.43	0.41	0.45	-1.2653	-0.3673	-2.4346	-2.8882	0.3085	0.1	1.0	1.0	0.4179	0.5195	0.42	0.51	0.0	0.0	1.2	1.28
DB01347	DB01116	0.66	0	0.66	0.66	0.66	0.66	-1.2653	0.8073	-2.4346	0.7369	0.3085	0.6504	1.0	0.0	0.4179	0.7593	0.42	0.74	0.0	0.47	1.2	1.49
DB01347	DB00765	0.36	0	0.36	0.36	0.36	0.36	-1.2653	-1.657	-2.4346	-3.135	0.3085	0.3535	1.0	1.0	0.4179	0.4631	0.42	0.46	0.0	0.0	1.2	1.26
DB01347	DB00657	0.99	0	0.99	0.99	0.99	0.99	-1.2653	3.8434	-2.4346	3.3878	0.3085	1.0142	1.0	0.0	0.4179	1.123	0.42	1.11	0.0	0.85	1.2	1.69
DB01347	DB01626	0.4783	0	0.535	0.535	0.53	0.54	-1.2653	1.652	-2.4346	1.0082	0.3085	0.4711	1.0	0.0	0.4179	0.6617	0.42	0.65	0.0	0.36	1.2	1.42
DB01347	DB00325	0.34	0	0.34	0.34	0.34	0.34	-1.2653	-2.2973	-2.4346	-1.2926	0.3085	0.3421	1.0	0.0	0.4179	0.4508	0.42	0.45	0.0	0.19	1.2	1.2
DB01347	DB08932	0.1833	0	0.36	0.36	0.34	0.38	-1.2653	-0.3467	-2.4346	-3.9634	0.3085	0.1953	1.0	2.0	0.4179	0.5077	0.42	0.51	0.0	0.0	1.2	1.29
DB01349	DB01180	0.1467	0	0.25	0.25	0.21	0.29	-1.2277	0.1961	-4.2376	-3.4187	0.2133	0.5287	2.0	1.0	0.4826	0.639	0.48	0.63	0.0	0.0	1.34	1.4
DB00297	DB00457	0.1149	0	0.7643	0.765	0.62	0.92	1.1742	0.4925	-0.4276	-1.9218	0.1644	0.1538	0.0	1.0	0.724	0.5821	0.71	0.57	0.37	0.0	1.52	1.46
DB00297	DB00590	0.152	0	0.7457	0.74	0.68	0.86	1.1742	-0.1188	-0.4276	-1.993	0.1644	0.2221	0.0	1.0	0.724	0.5591	0.71	0.55	0.37	0.0	1.52	1.46
DB00297	DB00820	0.4333	0	0.88	0.88	0.83	0.93	1.1742	0.8122	-0.4276	0.464	0.1644	0.5763	0.0	0.0	0.724	0.6853	0.71	0.69	0.37	0.37	1.52	1.39
DB00297	DB01180	0.3167	0	0.76	0.76	0.72	0.8	1.1742	0.1961	-0.4276	-3.4187	0.1644	0.5287	0.0	1.0	0.724	0.639	0.71	0.63	0.37	0.0	1.52	1.4
DB00297	DB01119	0.0586	0	0.774	0.795	0.63	0.92	1.1742	0.327	-0.4276	-2.4208	0.1644	0.0734	0.0	2.0	0.724	0.5673	0.71	0.56	0.37	0.0	1.52	1.44
DB00297	DB00217	0.0454	0	0.7	0.68	0.63	0.78	1.1742	-0.1789	-0.4276	-4.0286	0.1644	0.2297	0.0	2.0	0.724	0.559	0.71	0.56	0.37	0.0	1.52	1.33
DB00297	DB00968	-0.0075	0	0.7625	0.785	0.68	0.8	1.1742	0.1698	-0.4276	-1.9512	0.1644	0.117	0.0	1.0	0.724	0.5622	0.71	0.55	0.37	0.0	1.52	1.33
DB00297	DB01018	-0.0325	0	0.695	0.675	0.65	0.78	1.1742	-0.3673	-0.4276	-2.8882	0.1644	0.1	0.0	1.0	0.724	0.5195	0.71	0.51	0.37	0.0	1.52	1.28
DB00297	DB01116	0.5267	0	0.96	0.96	0.95	0.97	1.1742	0.8073	-0.4276	0.7369	0.1644	0.6504	0.0	0.0	0.724	0.7593	0.71	0.74	0.37	0.47	1.52	1.49
DB00297	DB00765	0.2067	0	0.65	0.65	0.61	0.69	1.1742	-1.657	-0.4276	-3.135	0.1644	0.3535	0.0	1.0	0.724	0.4631	0.71	0.46	0.37	0.0	1.52	1.26
DB00297	DB00657	0.82	0	1.28	1.28	1.19	1.37	1.1742	3.8434	-0.4276	3.3878	0.1644	1.0142	0.0	0.0	0.724	1.123	0.71	1.11	0.37	0.85	1.52	1.69
DB00297	DB01626	0.3675	0	0.875	0.875	0.83	0.92	1.1742	1.652	-0.4276	1.0082	0.1644	0.4711	0.0	0.0	0.724	0.6617	0.71	0.65	0.37	0.36	1.52	1.42
DB00297	DB00325	0.22	0	0.65	0.65	0.65	0.65	1.1742	-2.2973	-0.4276	-1.2926	0.1644	0.3421	0.0	0.0	0.724	0.4508	0.71	0.45	0.37	0.19	1.52	1.2
DB00297	DB08932	0.05	0	0.6725	0.685	0.62	0.7	1.1742	-0.3467	-0.4276	-3.9634	0.1644	0.1953	0.0	2.0	0.724	0.5077	0.71	0.51	0.37	0.0	1.52	1.29
DB00770	DB00820	0.4817	0	0.83	0.83	0.73	0.93	-0.5511	0.8122	-0.8879	0.464	0.1292	0.5763	0.0	0.0	0.6443	0.6853	0.645	0.69	0.24	0.37	1.52	1.39
DB00905	DB00457	0.0629	0	0.638	0.645	0.34	0.92	-0.2339	0.4925	-0.3696	-1.9218	0.1231	0.1538	0.0	1.0	0.6023	0.5821	0.59	0.57	0.17	0.0	1.52	1.46
DB00905	DB00590	0.1042	0	0.6193	0.625	0.34	0.86	-0.2339	-0.1188	-0.3696	-1.993	0.1231	0.2221	0.0	1.0	0.6023	0.5591	0.59	0.55	0.17	0.0	1.52	1.46
DB00905	DB00820	0.505	0	0.7675	0.755	0.63	0.93	-0.2339	0.8122	-0.3696	0.464	0.1231	0.5763	0.0	0.0	0.6023	0.6853	0.59	0.69	0.17	0.37	1.52	1.39
DB00905	DB01180	0.365	0	0.6225	0.59	0.51	0.8	-0.2339	0.1961	-0.3696	-3.4187	0.1231	0.5287	0.0	1.0	0.6023	0.639	0.59	0.63	0.17	0.0	1.52	1.4
DB00905	DB01119	-0.0206	0	0.6205	0.63	0.28	0.92	-0.2339	0.327	-0.3696	-2.4208	0.1231	0.0734	0.0	2.0	0.6023	0.5673	0.59	0.56	0.17	0.0	1.52	1.44
DB00905	DB00217	0.0525	0	0.6006	0.63	0.34	0.78	-0.2339	-0.1789	-0.3696	-4.0286	0.1231	0.2297	0.0	2.0	0.6023	0.559	0.59	0.56	0.17	0.0	1.52	1.33
DB00905	DB00575	0.0706	0	0.6106	0.63	0.34	0.92	-0.2339	0.1855	-0.3696	-1.7693	0.1231	0.1828	0.0	1.0	0.6023	0.5567	0.59	0.55	0.17	0.0	1.52	1.43
DB00905	DB00968	0.0233	0	0.6388	0.645	0.47	0.8	-0.2339	0.1698	-0.3696	-1.9512	0.1231	0.117	0.0	1.0	0.6023	0.5622	0.59	0.55	0.17	0.0	1.52	1.33
DB00905	DB01018	0.01	0	0.5938	0.63	0.38	0.78	-0.2339	-0.3673	-0.3696	-2.8882	0.1231	0.1	0.0	1.0	0.6023	0.5195	0.59	0.51	0.17	0.0	1.52	1.28
DB00905	DB01116	0.597	0	0.8475	0.835	0.77	0.95	-0.2339	0.8073	-0.3696	0.7369	0.1231	0.6504	0.0	0.0	0.6023	0.7593	0.59	0.74	0.17	0.47	1.52	1.49
