drugA	drugB	sAB	overlapAB	mean_spAB	median_spAB	min_spAB	max_spAB	zTDA	zTDB	zDTA	zDTB	sAD	sBD	overlapAD	overlapBD	mean_spAD	mean_spBD	median_spAD	median_spBD	min_spAD	min_spBD	max_spAD	max_spBD
DB00217	DB01365	0.4258	0	0.615	0.62	0.6	0.62	-0.1789	-0.0369	-4.0286	0.4266	0.2297	0.4776	2.0	0.0	0.559	0.5863	0.56	0.58	0.0	0.33	1.33	1.39
DB00217	DB01576	0.1817	0	0.5788	0.605	0.42	0.8	-0.1789	-1.172	-4.0286	-4.0338	0.2297	0.1915	2.0	2.0	0.559	0.5594	0.56	0.55	0.0	0.0	1.33	1.52
DB00217	DB01579	0.2771	0	0.56	0.555	0.49	0.62	-0.1789	-0.8879	-4.0286	-0.3426	0.2297	0.322	2.0	0.0	0.559	0.5373	0.56	0.53	0.0	0.22	1.33	1.39
DB00217	DB06706	0.4258	0	0.615	0.62	0.6	0.62	-0.1789	-0.0369	-4.0286	0.4266	0.2297	0.4776	2.0	0.0	0.559	0.5863	0.56	0.58	0.0	0.33	1.33	1.39
DB00217	DB06707	0.4258	0	0.615	0.62	0.6	0.62	-0.1789	-0.0369	-4.0286	0.4266	0.2297	0.4776	2.0	0.0	0.559	0.5863	0.56	0.58	0.0	0.33	1.33	1.39
DB00217	DB01336	-0.0679	0	0.9488	0.95	0.68	1.19	-0.1789	0.764	-4.0286	2.0688	0.2297	-0.1029	2.0	0.0	0.559	0.8968	0.56	0.945	0.0	0.28	1.33	1.69
DB00217	DB00292	0.0138	1	0.7269	0.755	0.0	1.1	-0.1789	-0.4521	-4.0286	0.9556	0.2297	0.1643	2.0	0.0	0.559	0.7667	0.56	0.73	0.0	0.25	1.33	1.82
DB00217	DB01255	0.3157	0	0.505	0.51	0.49	0.51	-0.1789	-1.2672	-4.0286	-0.7469	0.2297	0.3795	2.0	0.0	0.559	0.4883	0.56	0.48	0.0	0.22	1.33	1.28
DB00217	DB00287	0.4157	0	0.6175	0.635	0.54	0.66	-0.1789	-0.5286	-4.0286	-1.6498	0.2297	0.4612	2.0	0.0	0.559	0.5705	0.56	0.55	0.0	0.17	1.33	1.32
DB00217	DB00765	0.3157	0	0.505	0.51	0.49	0.51	-0.1789	-1.657	-4.0286	-3.135	0.2297	0.3535	2.0	1.0	0.559	0.4631	0.56	0.46	0.0	0.0	1.33	1.26
DB00217	DB00041	0.2092	0	0.5358	0.505	0.41	0.69	-0.1789	-1.3125	-4.0286	-1.0468	0.2297	0.2265	2.0	0.0	0.559	0.5047	0.56	0.5	0.0	0.14	1.33	1.44
DB00217	DB00918	0.2571	0	0.6287	0.64	0.49	0.7	-0.1789	1.0356	-4.0286	0.2013	0.2297	0.3687	2.0	0.0	0.559	0.6293	0.56	0.62	0.0	0.34	1.33	1.35
DB00217	DB00998	0.1904	0	0.5808	0.58	0.44	0.7	-0.1789	-1.3128	-4.0286	-0.7617	0.2297	0.2279	2.0	0.0	0.559	0.5702	0.56	0.56	0.0	0.17	1.33	1.35
DB00217	DB00700	0.2638	0	0.45	0.45	0.45	0.45	-0.1789	-1.9336	-4.0286	-2.4771	0.2297	0.3283	2.0	1.0	0.559	0.4377	0.56	0.44	0.0	0.0	1.33	1.2
DB00217	DB00343	0.0921	0	0.6612	0.67	0.58	0.68	-0.1789	1.0202	-4.0286	1.1226	0.2297	0.1267	2.0	0.0	0.559	0.6299	0.56	0.62	0.0	0.35	1.33	1.45
DB00217	DB00528	0.4798	0	0.6675	0.67	0.66	0.67	-0.1789	1.1767	-4.0286	1.09	0.2297	0.5489	2.0	0.0	0.559	0.6577	0.56	0.65	0.0	0.37	1.33	1.45
DB00217	DB00816	0.1858	0	0.385	0.39	0.32	0.44	-0.1789	-1.0976	-4.0286	-0.7821	0.2297	0.2847	2.0	0.0	0.559	0.3935	0.56	0.38	0.0	0.11	1.33	1.17
DB00217	DB00867	0.1858	0	0.385	0.39	0.32	0.44	-0.1789	-1.0976	-4.0286	-0.7821	0.2297	0.2847	2.0	0.0	0.559	0.3935	0.56	0.38	0.0	0.11	1.33	1.17
DB00217	DB00871	0.1071	0	0.4112	0.41	0.32	0.47	-0.1789	-0.8066	-4.0286	-2.8222	0.2297	0.2035	2.0	1.0	0.559	0.4052	0.56	0.39	0.0	0.0	1.33	1.18
DB00217	DB00901	0.1858	0	0.385	0.39	0.32	0.44	-0.1789	-1.0976	-4.0286	-0.7821	0.2297	0.2847	2.0	0.0	0.559	0.3935	0.56	0.38	0.0	0.11	1.33	1.17
DB00217	DB00938	0.0685	0	0.425	0.42	0.32	0.49	-0.1789	-1.4119	-4.0286	-3.4719	0.2297	0.1379	2.0	1.0	0.559	0.4118	0.56	0.4	0.0	0.0	1.33	1.21
DB00217	DB00983	0.0685	0	0.425	0.42	0.32	0.49	-0.1789	-1.4119	-4.0286	-3.4719	0.2297	0.1379	2.0	1.0	0.559	0.4118	0.56	0.4	0.0	0.0	1.33	1.21
DB00217	DB01274	0.0638	0	0.4012	0.415	0.32	0.44	-0.1789	-1.4392	-4.0286	-2.8011	0.2297	0.1405	2.0	1.0	0.559	0.3935	0.56	0.38	0.0	0.0	1.33	1.2
DB00217	DB01366	0.1858	0	0.385	0.39	0.32	0.44	-0.1789	-1.0976	-4.0286	-0.7821	0.2297	0.2847	2.0	0.0	0.559	0.3935	0.56	0.38	0.0	0.11	1.33	1.17
DB00217	DB01408	0.1858	0	0.385	0.39	0.32	0.44	-0.1789	-1.0976	-4.0286	-0.7821	0.2297	0.2847	2.0	0.0	0.559	0.3935	0.56	0.38	0.0	0.11	1.33	1.17
DB00217	DB05039	0.0638	0	0.4012	0.415	0.32	0.44	-0.1789	-1.4392	-4.0286	-2.8011	0.2297	0.1405	2.0	1.0	0.559	0.3935	0.56	0.38	0.0	0.0	1.33	1.2
DB00217	DB00903	0.0662	0	0.5556	0.51	0.44	0.75	-0.1789	-0.2353	-4.0286	-1.9676	0.2297	0.0589	2.0	2.0	0.559	0.549	0.56	0.54	0.0	0.0	1.33	1.41
DB00217	DB01158	0.2538	0	0.44	0.44	0.44	0.44	-0.1789	-0.0659	-4.0286	-2.0434	0.2297	0.3252	2.0	1.0	0.559	0.4346	0.56	0.43	0.0	0.0	1.33	1.23
DB00217	DB00657	0.9998	0	1.1875	1.19	1.18	1.19	-0.1789	3.8434	-4.0286	3.3878	0.2297	1.0142	2.0	0.0	0.559	1.123	0.56	1.11	0.0	0.85	1.33	1.69
DB00217	DB00802	0.3118	0	0.505	0.515	0.47	0.52	-0.1789	-0.2636	-4.0286	-1.1749	0.2297	0.3748	2.0	0.0	0.559	0.4839	0.56	0.47	0.0	0.12	1.33	1.27
DB00217	DB01282	0.5057	0	0.7025	0.715	0.65	0.73	-0.1789	0.5117	-4.0286	0.8295	0.2297	0.5424	2.0	0.0	0.559	0.6512	0.56	0.64	0.0	0.39	1.33	1.4
DB00217	DB08550	-0.1663	1	0.4525	0.57	0.0	0.65	-0.1789	-0.5797	-4.0286	-2.4575	0.2297	0.1598	2.0	1.0	0.559	0.5895	0.56	0.58	0.0	0.0	1.33	1.32
DB00217	DB00182	0.134	0	0.6007	0.615	0.42	0.8	-0.1789	-1.4929	-4.0286	-4.0145	0.2297	0.1256	2.0	2.0	0.559	0.5817	0.56	0.58	0.0	0.0	1.33	1.52
DB00217	DB08439	0.4078	0	0.6	0.61	0.57	0.61	-0.1789	1.0039	-4.0286	-2.5693	0.2297	0.4595	2.0	1.0	0.559	0.5695	0.56	0.56	0.0	0.0	1.33	1.38
DB00217	DB00887	0.116	0	0.6072	0.68	0.25	0.74	-0.1789	-0.8656	-4.0286	-0.4662	0.2297	0.0382	2.0	1.0	0.559	0.5964	0.56	0.6	0.0	0.0	1.33	1.44
DB00217	DB00555	0.3438	0	0.53	0.53	0.53	0.53	-0.1789	-1.9037	-4.0286	-2.2451	0.2297	0.4146	2.0	0.0	0.559	0.5237	0.56	0.52	0.0	0.19	1.33	1.29
DB00217	DB00818	0.2038	0	0.5869	0.57	0.53	0.68	-0.1789	0.0734	-4.0286	-1.361	0.2297	0.2428	2.0	0.0	0.559	0.5746	0.56	0.57	0.0	0.19	1.33	1.41
DB00217	DB00323	0.3918	0	0.58	0.57	0.57	0.61	-0.1789	0.7645	-4.0286	0.9773	0.2297	0.4322	2.0	0.0	0.559	0.541	0.56	0.52	0.0	0.28	1.33	1.35
DB00217	DB04820	0.2966	0	0.6708	0.72	0.57	0.73	-0.1789	1.1538	-4.0286	1.2936	0.2297	0.2937	2.0	0.0	0.559	0.6215	0.56	0.62	0.0	0.28	1.33	1.42
DB00217	DB00191	0.3466	0	0.7292	0.72	0.68	0.8	-0.1789	1.5743	-4.0286	1.1074	0.2297	0.3494	2.0	0.0	0.559	0.6781	0.56	0.66	0.0	0.36	1.33	1.52
DB00217	DB00752	0.4654	0	0.7163	0.72	0.68	0.73	-0.1789	1.652	-4.0286	1.0082	0.2297	0.4711	2.0	0.0	0.559	0.6617	0.56	0.65	0.0	0.36	1.33	1.42
DB00217	DB01037	0.4654	0	0.7163	0.72	0.68	0.73	-0.1789	1.652	-4.0286	1.0082	0.2297	0.4711	2.0	0.0	0.559	0.6617	0.56	0.65	0.0	0.36	1.33	1.42
DB00217	DB01247	0.4654	0	0.7163	0.72	0.68	0.73	-0.1789	1.652	-4.0286	1.0082	0.2297	0.4711	2.0	0.0	0.559	0.6617	0.56	0.65	0.0	0.36	1.33	1.42
DB00217	DB01626	0.4654	0	0.7163	0.72	0.68	0.73	-0.1789	1.652	-4.0286	1.0082	0.2297	0.4711	2.0	0.0	0.559	0.6617	0.56	0.65	0.0	0.36	1.33	1.42
DB00217	DB01171	0.0154	0	0.6038	0.61	0.44	0.73	-0.1789	-2.2425	-4.0286	-1.001	0.2297	0.0276	2.0	0.0	0.559	0.5635	0.56	0.57	0.0	0.17	1.33	1.4
DB00217	DB04017	0.5358	0	0.7225	0.72	0.72	0.73	-0.1789	0.7005	-4.0286	0.5027	0.2297	0.5662	2.0	0.0	0.559	0.6751	0.56	0.66	0.0	0.37	1.33	1.4
DB00217	DB04899	0.4757	0	0.665	0.67	0.65	0.67	-0.1789	-0.5866	-4.0286	-3.054	0.2297	0.5154	2.0	0.0	0.559	0.6252	0.56	0.62	0.0	0.1	1.33	1.42
DB00217	DB04828	-0.0862	0	0.6425	0.605	0.41	0.91	-0.1789	-2.1336	-4.0286	-1.344	0.2297	-0.0683	2.0	1.0	0.559	0.6257	0.56	0.64	0.0	0.0	1.33	1.63
DB00217	DB00561	0.1154	0	0.4625	0.46	0.42	0.5	-0.1789	-2.89	-4.0286	-3.5109	0.2297	0.1648	2.0	1.0	0.559	0.4457	0.56	0.44	0.0	0.0	1.33	1.29
DB00217	DB03585	0.6458	0	0.835	0.84	0.82	0.84	-0.1789	1.2309	-4.0286	0.4058	0.2297	0.6568	2.0	0.0	0.559	0.7659	0.56	0.75	0.0	0.4	1.33	1.43
DB00217	DB00285	0.067	1	0.5732	0.56	0.0	0.83	-0.1789	-0.9198	-4.0286	-4.1635	0.2297	0.1073	2.0	3.0	0.559	0.5779	0.56	0.56	0.0	0.0	1.33	1.52
DB00217	DB00289	0.1225	0	0.5438	0.575	0.42	0.66	-0.1789	-1.1838	-4.0286	-5.0568	0.2297	0.1597	2.0	2.0	0.559	0.5269	0.56	0.52	0.0	0.0	1.33	1.4
DB00217	DB00325	0.2977	0	0.49	0.5	0.46	0.5	-0.1789	-2.2973	-4.0286	-1.2926	0.2297	0.3421	2.0	0.0	0.559	0.4508	0.56	0.45	0.0	0.19	1.33	1.2
DB00217	DB00344	0.1261	0	0.5325	0.52	0.42	0.66	-0.1789	-2.0288	-4.0286	-5.509	0.2297	0.1773	2.0	2.0	0.559	0.5236	0.56	0.51	0.0	0.0	1.33	1.4
DB00217	DB00422	0.1261	0	0.5325	0.52	0.42	0.66	-0.1789	-2.0288	-4.0286	-5.509	0.2297	0.1773	2.0	2.0	0.559	0.5236	0.56	0.51	0.0	0.0	1.33	1.4
DB00217	DB00476	0.139	1	0.6201	0.61	0.0	1.01	-0.1789	-0.9179	-4.0286	-4.1657	0.2297	0.1007	2.0	4.0	0.559	0.6119	0.56	0.59	0.0	0.0	1.33	1.69
DB00217	DB00524	0.104	0	0.6253	0.68	0.34	0.74	-0.1789	0.5212	-4.0286	-0.0653	0.2297	0.0978	2.0	1.0	0.559	0.6155	0.56	0.62	0.0	0.0	1.33	1.44
DB00217	DB00601	0.5358	0	0.7225	0.72	0.72	0.73	-0.1789	0.7005	-4.0286	0.5027	0.2297	0.5662	2.0	0.0	0.559	0.6751	0.56	0.66	0.0	0.37	1.33	1.4
DB00217	DB01484	0.2125	0	0.575	0.58	0.46	0.7	-0.1789	-0.0746	-4.0286	-2.4121	0.2297	0.2223	2.0	1.0	0.559	0.5433	0.56	0.53	0.0	0.0	1.33	1.39
DB00217	DB01509	0.1137	0	0.5669	0.61	0.42	0.7	-0.1789	-1.2335	-4.0286	-5.9842	0.2297	0.135	2.0	3.0	0.559	0.5487	0.56	0.54	0.0	0.0	1.33	1.4
DB00217	DB03322	0.1137	0	0.8612	0.87	0.75	1.01	-0.1789	3.0965	-4.0286	3.8708	0.2297	0.127	2.0	0.0	0.559	0.8324	0.56	0.82	0.0	0.52	1.33	1.69
DB00217	DB04581	0.25	0	0.7969	0.745	0.61	1.1	-0.1789	0.6646	-4.0286	2.3381	0.2297	0.1804	2.0	0.0	0.559	0.7664	0.56	0.73	0.0	0.28	1.33	1.82
DB00217	DB04725	0.085	0	0.5925	0.55	0.41	0.76	-0.1789	-1.6186	-4.0286	-2.0842	0.2297	0.0788	2.0	2.0	0.559	0.5707	0.56	0.57	0.0	0.0	1.33	1.51
DB00217	DB04818	0.4654	0	0.7163	0.72	0.68	0.73	-0.1789	1.574	-4.0286	0.982	0.2297	0.4711	2.0	0.0	0.559	0.6617	0.56	0.65	0.0	0.36	1.33	1.42
DB00217	DB04829	0.1312	0	0.553	0.55	0.25	0.88	-0.1789	-1.0825	-4.0286	-3.1944	0.2297	0.0894	2.0	3.0	0.559	0.5437	0.56	0.53	0.0	0.0	1.33	1.54
DB00217	DB04831	0.4897	0	0.685	0.7	0.64	0.7	-0.1789	1.1394	-4.0286	1.4012	0.2297	0.5143	2.0	0.0	0.559	0.623	0.56	0.61	0.0	0.37	1.33	1.37
DB00217	DB04855	0.0704	0	0.5275	0.525	0.47	0.58	-0.1789	-1.0276	-4.0286	-1.9722	0.2297	0.0989	2.0	1.0	0.559	0.4911	0.56	0.48	0.0	0.0	1.33	1.26
DB00217	DB04896	0.1637	0	0.585	0.61	0.52	0.66	-0.1789	-1.1039	-4.0286	-5.5187	0.2297	0.2182	2.0	2.0	0.559	0.5624	0.56	0.55	0.0	0.0	1.33	1.4
DB00217	DB04908	0.1254	0	0.5163	0.52	0.44	0.55	-0.1789	-1.8579	-4.0286	-1.9697	0.2297	0.1624	2.0	0.0	0.559	0.4863	0.56	0.48	0.0	0.17	1.33	1.33
DB00217	DB04946	0.0582	3	0.5267	0.55	0.0	0.76	-0.1789	-0.4767	-4.0286	-3.2433	0.2297	0.1136	2.0	3.0	0.559	0.5573	0.56	0.55	0.0	0.0	1.33	1.47
DB00217	DB05095	0.1038	0	0.59	0.605	0.41	0.76	-0.1789	-2.0812	-4.0286	-1.6322	0.2297	0.1208	2.0	1.0	0.559	0.564	0.56	0.565	0.0	0.0	1.33	1.46
DB00217	DB06207	0.4258	0	0.615	0.62	0.6	0.62	-0.1789	-0.0369	-4.0286	0.4266	0.2297	0.4776	2.0	0.0	0.559	0.5863	0.56	0.58	0.0	0.33	1.33	1.39
DB00217	DB06216	0.017	3	0.4957	0.52	0.0	0.72	-0.1789	-1.0884	-4.0286	-4.574	0.2297	0.0978	2.0	4.0	0.559	0.532	0.56	0.52	0.0	0.0	1.33	1.44
DB00217	DB06292	0.0888	0	0.6912	0.7	0.55	0.82	-0.1789	-0.1057	-4.0286	0.6065	0.2297	0.0757	2.0	0.0	0.559	0.6543	0.56	0.66	0.0	0.28	1.33	1.49
DB00217	DB06700	0.1637	0	0.585	0.61	0.52	0.66	-0.1789	-1.1039	-4.0286	-5.5187	0.2297	0.2182	2.0	2.0	0.559	0.5624	0.56	0.55	0.0	0.0	1.33	1.4
DB00217	DB06701	0.2397	0	0.4275	0.42	0.42	0.45	-0.1789	-2.0107	-4.0286	-1.4282	0.2297	0.3371	2.0	0.0	0.559	0.4459	0.56	0.43	0.0	0.17	1.33	1.24
DB00217	DB07767	0.0774	0	0.6139	0.68	0.34	0.74	-0.1789	0.2851	-4.0286	-0.5762	0.2297	0.0858	2.0	1.0	0.559	0.6052	0.56	0.61	0.0	0.0	1.33	1.44
DB00217	DB08815	-0.1615	2	0.3992	0.475	0.0	0.61	-0.1789	0.9811	-4.0286	-1.6758	0.2297	0.2413	2.0	1.0	0.559	0.564	0.56	0.56	0.0	0.0	1.33	1.3
DB00217	DB08893	0.2758	0	0.4725	0.49	0.42	0.49	-0.1789	-1.939	-4.0286	-1.8651	0.2297	0.3396	2.0	0.0	0.559	0.4485	0.56	0.44	0.0	0.15	1.33	1.21
DB00217	DB08897	0.1585	0	0.63	0.665	0.49	0.76	-0.1789	0.4872	-4.0286	0.1752	0.2297	0.1672	2.0	0.0	0.559	0.6029	0.56	0.6	0.0	0.18	1.33	1.47
DB00217	DB08918	0.1261	0	0.5325	0.52	0.42	0.66	-0.1789	-2.0288	-4.0286	-5.509	0.2297	0.1773	2.0	2.0	0.559	0.5236	0.56	0.51	0.0	0.0	1.33	1.4
DB00217	DB08932	0.1288	0	0.52	0.555	0.45	0.58	-0.1789	-0.3467	-4.0286	-3.9634	0.2297	0.1953	2.0	2.0	0.559	0.5077	0.56	0.51	0.0	0.0	1.33	1.29
DB00217	DB08954	0.0825	0	0.5512	0.57	0.36	0.7	-0.1789	-2.2357	-4.0286	-0.356	0.2297	0.0539	2.0	0.0	0.559	0.5243	0.56	0.53	0.0	0.05	1.33	1.4
DB00320	DB00575	0.0236	1	0.599	0.63	0.0	0.82	1.1145	0.1855	-1.8865	-1.7693	0.1604	0.1828	2.0	1.0	0.6019	0.5567	0.59	0.55	0.0	0.0	1.39	1.43
DB00320	DB00968	-0.1304	1	0.5708	0.635	0.0	0.69	1.1145	0.1698	-1.8865	-1.9512	0.1604	0.117	2.0	1.0	0.6019	0.5622	0.59	0.55	0.0	0.0	1.39	1.33
DB00320	DB01018	-0.1079	1	0.5308	0.565	0.0	0.68	1.1145	-0.3673	-1.8865	-2.8882	0.1604	0.1	2.0	1.0	0.6019	0.5195	0.59	0.51	0.0	0.0	1.39	1.28
DB00320	DB01116	0.5273	0	0.7883	0.795	0.67	0.88	1.1145	0.8073	-1.8865	0.7369	0.1604	0.6504	2.0	0.0	0.6019	0.7593	0.59	0.74	0.0	0.47	1.39	1.49
DB00320	DB00765	0.2915	0	0.54	0.53	0.51	0.58	1.1145	-1.657	-1.8865	-3.135	0.1604	0.3535	2.0	1.0	0.6019	0.4631	0.59	0.46	0.0	0.0	1.39	1.26
DB00320	DB00657	0.8901	0	1.155	1.18	1.01	1.22	1.1145	3.8434	-1.8865	3.3878	0.1604	1.0142	2.0	0.0	0.6019	1.123	0.59	1.11	0.0	0.85	1.39	1.69
DB00320	DB01626	0.3296	0	0.7008	0.725	0.46	0.82	1.1145	1.652	-1.8865	1.0082	0.1604	0.4711	2.0	0.0	0.6019	0.6617	0.59	0.65	0.0	0.36	1.39	1.42
DB00320	DB00325	0.2873	0	0.5367	0.54	0.5	0.59	1.1145	-2.2973	-1.8865	-1.2926	0.1604	0.3421	2.0	0.0	0.6019	0.4508	0.59	0.45	0.0	0.19	1.39	1.2
DB00320	DB08932	0.0946	0	0.555	0.55	0.45	0.63	1.1145	-0.3467	-1.8865	-3.9634	0.1604	0.1953	2.0	2.0	0.6019	0.5077	0.59	0.51	0.0	0.0	1.39	1.29
DB00370	DB00575	-0.0582	4	0.5044	0.52	0.0	0.78	-0.9052	0.1855	-4.0182	-1.7693	0.1048	0.1828	3.0	1.0	0.5351	0.5567	0.53	0.55	0.0	0.0	1.4	1.43
DB00370	DB00968	-0.0362	1	0.526	0.56	0.0	0.74	-0.9052	0.1698	-4.0182	-1.9512	0.1048	0.117	3.0	1.0	0.5351	0.5622	0.53	0.55	0.0	0.0	1.4	1.33
DB00370	DB01018	-0.0377	1	0.4793	0.515	0.0	0.66	-0.9052	-0.3673	-4.0182	-2.8882	0.1048	0.1	3.0	1.0	0.5351	0.5195	0.53	0.51	0.0	0.0	1.4	1.28
DB00370	DB01149	-0.1531	8	0.4855	0.51	0.0	0.75	-0.9052	-1.1193	-4.0182	-4.5543	0.1048	0.1368	3.0	4.0	0.5351	0.5285	0.53	0.52	0.0	0.0	1.4	1.4
DB00370	DB00669	-0.0651	5	0.5626	0.565	0.0	1.0	-0.9052	-0.137	-4.0182	-1.0472	0.1048	0.1367	3.0	0.0	0.5351	0.5897	0.53	0.56	0.0	0.17	1.4	1.62
DB00370	DB00371	0.1752	0	0.6489	0.645	0.36	0.92	-0.9052	0.212	-4.0182	-1.0422	0.1048	0.2684	3.0	0.0	0.5351	0.6646	0.53	0.66	0.0	0.27	1.4	1.54
DB00370	DB01242	-0.1529	8	0.517	0.51	0.0	1.21	-0.9052	-1.1151	-4.0182	-7.3604	0.1048	0.0909	3.0	7.0	0.5351	0.5622	0.53	0.53	0.0	0.0	1.4	1.78
DB00370	DB00333	0.0062	1	0.5309	0.52	0.0	0.89	-0.9052	-0.5084	-4.0182	-2.1977	0.1048	0.1189	3.0	0.0	0.5351	0.548	0.53	0.53	0.0	0.12	1.4	1.49
DB00370	DB01116	0.5739	0	0.744	0.77	0.55	0.89	-0.9052	0.8073	-4.0182	0.7369	0.1048	0.6504	3.0	0.0	0.5351	0.7593	0.53	0.74	0.0	0.47	1.4	1.49
DB00370	DB00257	0.0161	0	0.562	0.56	0.24	0.89	-0.9052	0.3831	-4.0182	-1.8999	0.1048	0.0687	3.0	1.0	0.5351	0.5694	0.53	0.56	0.0	0.0	1.4	1.49
DB00370	DB01023	0.0587	0	0.5628	0.58	0.13	0.88	-0.9052	-0.8716	-4.0182	-1.9344	0.1048	0.0715	3.0	3.0	0.5351	0.5648	0.53	0.56	0.0	0.0	1.4	1.49
DB00370	DB00768	0.0345	1	0.4882	0.48	0.0	0.75	-0.9052	-0.08	-4.0182	-1.9783	0.1048	0.1561	3.0	0.0	0.5351	0.4995	0.53	0.49	0.0	0.1	1.4	1.4
DB00370	DB00472	-0.1042	6	0.5271	0.55	0.0	0.81	-0.9052	0.1284	-4.0182	-3.3835	0.1048	0.1151	3.0	4.0	0.5351	0.5604	0.53	0.55	0.0	0.0	1.4	1.47
DB00370	DB00953	0.0049	3	0.5486	0.55	0.0	0.94	-0.9052	-0.8397	-4.0182	-1.1749	0.1048	0.1787	3.0	0.0	0.5351	0.5884	0.53	0.56	0.0	0.17	1.4	1.62
DB00370	DB00364	0.048	0	0.516	0.47	0.17	1.04	-0.9052	-2.8458	-4.0182	-1.2447	0.1048	0.0966	3.0	0.0	0.5351	0.5178	0.53	0.47	0.0	0.04	1.4	1.61
DB00370	DB00765	0.3089	0	0.4733	0.51	0.37	0.62	-0.9052	-1.657	-4.0182	-3.135	0.1048	0.3535	3.0	1.0	0.5351	0.4631	0.53	0.46	0.0	0.0	1.4	1.26
DB00370	DB00657	0.9401	0	1.116	1.13	0.83	1.23	-0.9052	3.8434	-4.0182	3.3878	0.1048	1.0142	3.0	0.0	0.5351	1.123	0.53	1.11	0.0	0.85	1.4	1.69
DB00370	DB01626	0.3746	0	0.6397	0.68	0.36	0.78	-0.9052	1.652	-4.0182	1.0082	0.1048	0.4711	3.0	0.0	0.5351	0.6617	0.53	0.65	0.0	0.36	1.4	1.42
DB00370	DB00215	-0.1457	4	0.5494	0.58	0.0	0.8	-0.9052	-0.4093	-4.0182	-2.4129	0.1048	0.0837	3.0	2.0	0.5351	0.5827	0.53	0.57	0.0	0.0	1.4	1.47
DB00370	DB00285	-0.0844	4	0.5461	0.55	0.0	0.93	-0.9052	-0.9198	-4.0182	-4.1635	0.1048	0.1073	3.0	3.0	0.5351	0.5779	0.53	0.56	0.0	0.0	1.4	1.52
DB00370	DB00325	0.2851	0	0.4513	0.46	0.32	0.59	-0.9052	-2.2973	-4.0182	-1.2926	0.1048	0.3421	3.0	0.0	0.5351	0.4508	0.53	0.45	0.0	0.19	1.4	1.2
DB00370	DB00524	0.0569	0	0.6143	0.63	0.34	0.88	-0.9052	0.5212	-4.0182	-0.0653	0.1048	0.0978	3.0	1.0	0.5351	0.6155	0.53	0.62	0.0	0.0	1.4	1.44
DB00370	DB00549	0.1056	0	0.6312	0.64	0.18	1.02	-0.9052	0.2469	-4.0182	0.2409	0.1048	0.1799	3.0	0.0	0.5351	0.6439	0.53	0.63	0.0	0.21	1.4	1.61
DB00370	DB08932	0.132	0	0.505	0.5	0.32	0.64	-0.9052	-0.3467	-4.0182	-3.9634	0.1048	0.1953	3.0	2.0	0.5351	0.5077	0.53	0.51	0.0	0.0	1.4	1.29
DB00484	DB00575	-0.0488	3	0.4362	0.495	0.0	0.69	0.1608	0.1855	-2.6637	-1.7693	0.2943	0.1828	1.0	1.0	0.5609	0.5567	0.56	0.55	0.0	0.0	1.28	1.43
DB00484	DB00968	-0.2027	1	0.4183	0.5	0.0	0.62	0.1608	0.1698	-2.6637	-1.9512	0.2943	0.117	1.0	1.0	0.5609	0.5622	0.56	0.55	0.0	0.0	1.28	1.33
DB00484	DB01018	-0.1757	1	0.3733	0.455	0.0	0.53	0.1608	-0.3673	-2.6637	-2.8882	0.2943	0.1	1.0	1.0	0.5609	0.5195	0.56	0.51	0.0	0.0	1.28	1.28
DB00484	DB01116	0.6233	0	0.77	0.77	0.77	0.77	0.1608	0.8073	-2.6637	0.7369	0.2943	0.6504	1.0	0.0	0.5609	0.7593	0.56	0.74	0.0	0.47	1.28	1.49
DB00484	DB00765	0.3633	0	0.51	0.51	0.51	0.51	0.1608	-1.657	-2.6637	-3.135	0.2943	0.3535	1.0	1.0	0.5609	0.4631	0.56	0.46	0.0	0.0	1.28	1.26
DB00484	DB00657	1.0433	0	1.19	1.19	1.19	1.19	0.1608	3.8434	-2.6637	3.3878	0.2943	1.0142	1.0	0.0	0.5609	1.123	0.56	1.11	0.0	0.85	1.28	1.69
DB00484	DB01626	0.5183	0	0.72	0.72	0.72	0.72	0.1608	1.652	-2.6637	1.0082	0.2943	0.4711	1.0	0.0	0.5609	0.6617	0.56	0.65	0.0	0.36	1.28	1.42
DB00484	DB00325	0.3533	0	0.5	0.5	0.5	0.5	0.1608	-2.2973	-2.6637	-1.2926	0.2943	0.3421	1.0	0.0	0.5609	0.4508	0.56	0.45	0.0	0.19	1.28	1.2
DB00484	DB08932	0.1553	0	0.505	0.505	0.45	0.56	0.1608	-0.3467	-2.6637	-3.9634	0.2943	0.1953	1.0	2.0	0.5609	0.5077	0.56	0.51	0.0	0.0	1.28	1.29
DB00575	DB00629	-0.164	4	0.4412	0.51	0.0	0.69	0.1855	-0.0827	-1.7693	-2.363	0.1828	0.1869	1.0	1.0	0.5567	0.5412	0.55	0.54	0.0	0.0	1.43	1.28
DB00575	DB00656	0.0006	2	0.5107	0.52	0.0	0.75	0.1855	-1.2592	-1.7693	-5.5692	0.1828	0.1285	1.0	5.0	0.5567	0.5318	0.55	0.52	0.0	0.0	1.43	1.4
DB00575	DB00692	-0.2077	7	0.4711	0.51	0.0	0.75	0.1855	0.0089	-1.7693	-1.8584	0.1828	0.1598	1.0	1.0	0.5567	0.5416	0.55	0.54	0.0	0.0	1.43	1.4
